id,area,major_axis_length,minor_axis_length,mean_intensity,frame
204,0.18969072164948456,0.24308891142138345,0.516810845796669,0.18606781791936733,0
225,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.1900004725159281,0
257,0.18969072164948456,0.24308891142138345,0.516810845796669,0.22054095295935383,0
270,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.21162898049236034,0
284,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.2547538102235034,0
288,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.23671775896598923,0
305,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.004796036681776528,0
315,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.004983225684512149,0
326,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.2550120371863773,0
333,0.3051546391752577,0.32213489828922304,0.681957516809477,0.2182650287623975,0
353,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.00872560519803578,0
363,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.0032546444180674428,0
366,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.0017117245108870804,0
1,0.33505154639175255,0.41828273137826966,0.613711992544039,0.34591394842864176,1
10,0.03711340206185567,0.08377195725012453,0.18395821582984415,0.08621154093906291,1
12,0.24536082474226803,0.432959659115947,0.39223439680229155,0.05762050690290543,1
16,0.3134020618556701,0.3506560441273931,0.6478699431640863,0.07738216513534191,1
22,0.4845360824742268,0.5017912799495292,0.7479321316580869,0.25124436846113873,1
25,0.45257731958762887,0.6190331701969268,0.5550147548897049,0.0907417716348693,1
30,0.12577319587628866,0.3245020497253856,0.22402824515361477,0.64214187835986,1
41,0.3422680412371134,0.41485546214472124,0.6068445399692315,0.3797330936268093,1
50,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.21057371681307302,1
51,0.40309278350515465,0.4302862224643265,0.7042086017699666,0.2308593338252347,1
55,0.2845360824742268,0.4527292441973845,0.47857159442655606,0.02679474590344455,1
63,0.2175257731958763,0.3645083866303625,0.40577210530930363,0.03273977787786286,1
76,0.3824742268041237,0.5069541212356897,0.5639782146631884,0.27308630092148434,1
86,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.36871550712177203,1
94,0.24329896907216494,0.2977184030844854,0.567252677302988,0.2801642634496613,1
98,0.18969072164948456,0.24308891142138345,0.516810845796669,0.2799636917931334,1
102,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.05320704430882195,1
112,0.18969072164948456,0.24308891142138345,0.516810845796669,0.05967997658098767,1
125,0.3731958762886598,0.4826254979476343,0.5739585589309905,0.21827698962149,1
133,0.40515463917525774,0.4822048228015129,0.6328031143588511,0.22859416944999822,1
137,0.38144329896907214,0.5086966689680874,0.5578351083126877,0.19014994272122898,1
141,0.3051546391752577,0.32213489828922304,0.681957516809477,0.2666997288783435,1
151,0.3051546391752577,0.32213489828922304,0.681957516809477,0.22581029778454464,1
161,0.18969072164948456,0.24308891142138345,0.516810845796669,0.23121140409756258,1
169,0.18969072164948456,0.24308891142138345,0.516810845796669,0.013177836483084349,1
177,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.011007665107568343,1
186,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.0049414261984637164,1
189,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.2593487961405607,1
197,0.18969072164948456,0.24308891142138345,0.516810845796669,0.15664522654671842,1
200,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.24399685518473824,1
204,0.18969072164948456,0.24308891142138345,0.516810845796669,0.19426419900480063,1
225,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.20240038092053503,1
257,0.18969072164948456,0.24308891142138345,0.516810845796669,0.24135618361859734,1
270,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.25304318432119466,1
284,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.2962415700537999,1
288,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.2609287482326099,1
305,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.01304143964699378,1
315,0.16701030927835053,0.2452947269531789,0.439870938634651,0.012509885796321285,1
326,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.25800493001837665,1
333,0.3247422680412371,0.3435672068340577,0.6875082874018502,0.23068458202062203,1
353,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.013072451631058968,1
363,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.00977004382809099,1
366,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.006840787469657883,1
1,0.35257731958762883,0.4846152199274809,0.5501701732308363,0.3515883333528542,2
10,0.03711340206185567,0.08377195725012453,0.18395821582984415,0.08904582879495848,2
12,0.22061855670103095,0.3685942053069536,0.41281780779094923,0.06951618003583881,2
16,0.422680412371134,0.5043905206401621,0.6346575187165899,0.07385511589405347,2
25,0.3701030927835051,0.44713278995475114,0.6162655047096424,0.10851047314173634,2
32,0.14948453608247422,0.2799703655839982,0.33529266658732504,0.2760120137056994,2
33,0.15360824742268042,0.23806017091507164,0.4108668045336463,0.25862405983938075,2
41,0.3979381443298969,0.4778495839409387,0.6342851224788245,0.37169117499896487,2
50,0.3237113402061855,0.37173128952962503,0.6331173940797878,0.20195666156816827,2
51,0.46185567010309275,0.4960635832179836,0.7129530631184052,0.22099318680705338,2
55,0.34123711340206186,0.5510088573545052,0.466681044393646,0.028025967422914633,2
63,0.2556701030927835,0.45424876105723866,0.38965383652527674,0.03118500475153496,2
76,0.35051546391752575,0.465086016112762,0.5544419679999459,0.2677372111980709,2
86,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.3722513115601469,2
94,0.24020618556701032,0.29923524779142674,0.5553520556464975,0.2877748323717455,2
98,0.2649484536082474,0.3064998960249079,0.6090333033051741,0.28025568823502844,2
102,0.23505154639175257,0.3744079309652556,0.44322532727117125,0.04950878817515836,2
112,0.18969072164948456,0.24308891142138345,0.516810845796669,0.05973595719476599,2
125,0.47216494845360824,0.5911731992057927,0.610991467098272,0.18408409208227816,2
133,0.45463917525773195,0.47748937743166564,0.7320717169258502,0.22174554653736678,2
137,0.2804123711340206,0.4009973852642634,0.49681695013982075,0.18877658770364825,2
141,0.17216494845360825,0.26692434675574866,0.419895894700282,0.6061027290934007,2
151,0.3051546391752577,0.32213489828922304,0.681957516809477,0.22818282827060976,2
161,0.18969072164948456,0.24308891142138345,0.516810845796669,0.22736239555519333,2
169,0.18969072164948456,0.24308891142138345,0.516810845796669,0.013684392768725573,2
177,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.012094546627533731,2
186,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.004590673989453009,2
189,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.2500187136325369,2
197,0.18969072164948456,0.24308891142138345,0.516810845796669,0.15380386905233578,2
200,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.20933571096323966,2
204,0.18969072164948456,0.24308891142138345,0.516810845796669,0.18976936533276323,2
225,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.19826041443281817,2
257,0.18969072164948456,0.24308891142138345,0.516810845796669,0.23234193941969217,2
270,0.15360824742268042,0.22354916543443476,0.43574486805982204,0.24740284173012306,2
284,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.2730604085997186,2
288,0.15360824742268042,0.22354916543443476,0.43574486805982204,0.26250678810310646,2
305,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.012492594221495068,2
315,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.013397643962882455,2
326,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.26502044861219964,2
333,0.3051546391752577,0.32213489828922304,0.681957516809477,0.22457564881710468,2
353,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.018968980246265588,2
363,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.009548535524585233,2
366,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.006187719885181409,2
1,0.32783505154639175,0.4747004637214396,0.508844793804645,0.3655481877824762,3
10,0.03711340206185567,0.08377195725012453,0.18395821582984415,0.07879788716723368,3
12,0.26185567010309274,0.42422282830133734,0.430640602534328,0.06915246438893341,3
16,0.33505154639175255,0.3938666078602631,0.6234283823443367,0.0803133376969054,3
23,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.49308491111248465,3
24,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.3231082097825322,3
25,0.26288659793814434,0.4973948301024004,0.44117458203180404,0.15036944495018645,3
32,0.18556701030927836,0.2683640532414267,0.49740866311019993,0.23172087897501648,3
33,0.20309278350515464,0.34661397550340395,0.39684668351580177,0.2050874932585316,3
41,0.4474226804123711,0.5345069651216424,0.6502951874653683,0.3554135265532672,3
50,0.3556701030927835,0.4020579445417206,0.651174793574378,0.2068271836750739,3
51,0.37422680412371134,0.38626557592568006,0.7192833324737327,0.22727379628716626,3
55,0.2608247422680412,0.43877967770374704,0.4223925573459745,0.029346707467109212,3
63,0.2845360824742268,0.5247676346879282,0.3797058576167819,0.031233876828679286,3
76,0.4587628865979381,0.4554894125410972,0.8037719000339599,0.25621903657636835,3
86,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.3668348951831355,3
94,0.24329896907216494,0.2977184030844854,0.567252677302988,0.2815356352301652,3
98,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.290526711039373,3
102,0.256701030927835,0.41666434500210137,0.4346541062107172,0.04897195100925522,3
112,0.18969072164948456,0.24308891142138345,0.516810845796669,0.062141758206349706,3
125,0.40309278350515465,0.4981228948725346,0.6077464280281323,0.20268327711605316,3
133,0.3824742268041237,0.4393558640760621,0.6485330047615989,0.2455923063693799,3
137,0.3474226804123711,0.4308278212939116,0.593277302700166,0.18173774151546596,3
143,0.12474226804123711,0.25305715338872686,0.2982554901934036,0.4308912601049233,3
144,0.11134020618556702,0.21089622619855547,0.30968638602254484,0.44149619046846844,3
151,0.3051546391752577,0.32213489828922304,0.681957516809477,0.22263079589498602,3
161,0.2484536082474227,0.3185378734530044,0.5423048577017053,0.22173395172340982,3
169,0.18969072164948456,0.24308891142138345,0.516810845796669,0.01264806872343982,3
177,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.01377619680789266,3
186,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.003778310064951995,3
189,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.2376600779403688,3
197,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.17205577141860218,3
200,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.22761035622865933,3
204,0.20515463917525775,0.26470813646638947,0.521776067424704,0.17526184617006457,3
225,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.20561348923935974,3
257,0.18969072164948456,0.24308891142138345,0.516810845796669,0.24802333818134592,3
270,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.23171454222293164,3
284,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.2915014119935009,3
288,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.25811909582259673,3
305,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.014039175205272869,3
315,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.013070517550332283,3
326,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.2693097677946952,3
333,0.3051546391752577,0.32213489828922304,0.681957516809477,0.22170804915095133,3
353,0.11443298969072166,0.1889152096644484,0.3609004750377738,0.017537156108359042,3
363,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.009323208112398618,3
366,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.007787926422579972,3
1,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.3327239089425458,4
10,0.13402061855670103,0.3569296587865995,0.23163113645876052,0.08708281609138702,4
12,0.211340206185567,0.33453524222182435,0.42733286056094233,0.08187076461739728,4
16,0.4814432989690722,0.5689519319566552,0.6505533788317949,0.07048887331890619,4
24,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.28322968272372684,4
28,0.04639175257731959,0.15935803683149885,0.1285559894374749,0.40925984485592437,4
29,0.021649484536082474,0.12117041455425419,0.06430345506444096,0.48001651382593735,4
32,0.19793814432989693,0.34009212357837376,0.4323589264107105,0.22309895657162748,4
33,0.24948453608247426,0.4165868500314117,0.4202536328484495,0.1839231038321678,4
41,0.3360824742268041,0.384604836325943,0.6488027397827965,0.3899436621047805,4
50,0.2649484536082474,0.3064998960249079,0.6090333033051741,0.21625041310982773,4
51,0.422680412371134,0.5043905206401621,0.6346575187165899,0.2322341362492537,4
55,0.24639175257731957,0.4189292741907288,0.405608353279562,0.030050034512422386,4
63,0.23917525773195877,0.3930257696273336,0.4267282361851362,0.03133989425145067,4
76,0.40515463917525774,0.507055394027118,0.6036157571509101,0.26598823108028924,4
86,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.3711644300401762,4
94,0.18969072164948456,0.24308891142138345,0.516810845796669,0.3179021633639927,4
98,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.2747579333884502,4
102,0.28144329896907216,0.44411923085016847,0.4573643793605858,0.04751145090669162,4
112,0.20515463917525775,0.26470813646638947,0.521776067424704,0.055770142948651014,4
125,0.4670103092783505,0.5724181508544728,0.6245872542011212,0.19884786518074193,4
133,0.3979381443298969,0.44707820443982527,0.6660814799132174,0.23744818025465975,4
137,0.37938144329896906,0.46965477956089785,0.6020944306156125,0.18326460416725432,4
143,0.12474226804123711,0.27552180379414176,0.27213268892100706,0.34294297459681644,4
144,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.2719765341320066,4
151,0.3051546391752577,0.32213489828922304,0.681957516809477,0.21836957216691744,4
163,0.016494845360824746,0.04683464069572439,0.1067870006066799,0.6836829345420039,4
164,0.016494845360824746,0.04683464069572439,0.1067870006066799,0.6705597132918726,4
169,0.18969072164948456,0.24308891142138345,0.516810845796669,0.012374992558674691,4
177,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.01527158491666647,4
186,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.005343064738317693,4
189,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.21359587414051084,4
197,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.17147057861392945,4
200,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.21995864935406573,4
204,0.18969072164948456,0.24308891142138345,0.516810845796669,0.16894321162692627,4
225,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.19459114650538112,4
257,0.18969072164948456,0.24308891142138345,0.516810845796669,0.25532402944634924,4
270,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.22922838148755353,4
284,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.3353409202429454,4
288,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.26604282448214,4
305,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.014297241597395427,4
315,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.013508503469358502,4
326,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.2824772262868276,4
333,0.3051546391752577,0.32213489828922304,0.681957516809477,0.22421363487913482,4
353,0.12577319587628866,0.2110575336253071,0.3636728693232081,0.019375247928664407,4
363,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.008998583874502586,4
366,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.006638374709556416,4
1,0.4298969072164948,0.6566421890368455,0.5003928630332363,0.3497878985377074,5
12,0.2175257731958763,0.33177779612800284,0.455225680710136,0.08132061097961873,5
16,0.35257731958762883,0.41587984824002827,0.6261245595402614,0.07836094196376742,5
24,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.2348985726384214,5
28,0.14123711340206185,0.2704372422139128,0.32775934055930045,0.13594450083820497,5
29,0.15257731958762888,0.3099326168164658,0.3091599087227378,0.12240115370748761,5
32,0.1907216494845361,0.3385187554356753,0.38353002320445573,0.22532488842572285,5
33,0.211340206185567,0.36604580485292804,0.3917181455324653,0.1922099006116582,5
41,0.3690721649484536,0.4496339645355064,0.6087926091284318,0.3749355564433632,5
50,0.37938144329896906,0.43465128468242803,0.6493546770150606,0.21008687303217322,5
51,0.422680412371134,0.47898741384634735,0.6656105604807929,0.230605856072863,5
55,0.2824742268041237,0.4086812384413045,0.5066067577883233,0.02886635645355895,5
63,0.25051546391752577,0.3948985300165221,0.45436040933826405,0.03068066410008008,5
76,0.35257731958762883,0.4297154158142428,0.6069011520891872,0.26376009516095955,5
86,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.3865331675600885,5
94,0.18969072164948456,0.24308891142138345,0.516810845796669,0.28217833948938065,5
98,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.26970028316068095,5
102,0.30103092783505153,0.3773240280479208,0.5755163233757261,0.046251261124243825,5
114,0.057731958762886594,0.18641997338430732,0.1613660303617583,0.09552342882162534,5
115,0.015463917525773198,0.1155585690455805,0.008937820585540351,0.19224992094444993,5
125,0.28144329896907216,0.5049019214839213,0.3952726777255583,0.23553657225602542,5
133,0.35257731958762883,0.41587984824002827,0.6261245595402614,0.23451554789174622,5
137,0.2979381443298969,0.39629285679883763,0.540718845166343,0.19200541468615206,5
143,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.33011598448693746,5
144,0.18969072164948456,0.24308891142138345,0.516810845796669,0.22265319709381437,5
151,0.16391752577319588,0.36237620607073145,0.2817979565762556,0.5893503390604682,5
163,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.2389634100937741,5
164,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.29688429265349114,5
169,0.18969072164948456,0.24308891142138345,0.516810845796669,0.013209240242032294,5
177,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.017570228209137895,5
186,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.004187218080641486,5
189,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.23301986089278515,5
197,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.17145240492434333,5
200,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.2341620546900014,5
204,0.18969072164948456,0.24308891142138345,0.516810845796669,0.1830039033506985,5
225,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.1987438345758079,5
257,0.18969072164948456,0.24308891142138345,0.516810845796669,0.2428294295275073,5
270,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.2477582753895522,5
284,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.29868822308567466,5
288,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.2762582553984938,5
305,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.015462175099864695,5
315,0.15360824742268042,0.22354916543443476,0.43574486805982204,0.011880681492195677,5
326,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.2807447773596756,5
333,0.3051546391752577,0.32213489828922304,0.681957516809477,0.22558565906408923,5
353,0.15360824742268042,0.22354916543443476,0.43574486805982204,0.021567488088297893,5
363,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.008990945657139093,5
366,0.08041237113402062,0.16237257816695488,0.2661527774560114,0.00645650612029236,5
1,0.4319587628865979,0.4817922258737273,0.6890956417005566,0.36120899331992895,6
12,0.21030927835051547,0.3258542880285502,0.44472479776585816,0.08397258219921255,6
16,0.3463917525773196,0.438226566285125,0.5821266494079824,0.07801446067311169,6
24,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.1958414963489048,6
28,0.1402061855670103,0.26423397044988745,0.3259286017854005,0.1085932473838973,6
29,0.1618556701030928,0.3441931659964885,0.2987250653426011,0.10761841505370207,6
32,0.20927835051546392,0.36733627076335634,0.40457780655900555,0.21858063964392116,6
33,0.22371134020618558,0.3865537576935218,0.3942245855724513,0.18241053663560258,6
41,0.37731958762886597,0.46247560840197466,0.6057503855499049,0.3686841642950007,6
50,0.2824742268041237,0.32821719020842705,0.6133098147825206,0.2265275785611056,6
51,0.35257731958762883,0.41587984824002827,0.6261245595402614,0.23343895094711975,6
55,0.30824742268041233,0.4987830753686272,0.44033634353717077,0.029014755667017056,6
63,0.29381443298969073,0.47916605459885375,0.4422491578469142,0.03324294828082053,6
76,0.3824742268041237,0.46188380782344773,0.6198541234889481,0.2708755194088308,6
86,0.18969072164948456,0.24308891142138345,0.516810845796669,0.43137623287061544,6
94,0.18969072164948456,0.24308891142138345,0.516810845796669,0.26843305073591317,6
98,0.2649484536082474,0.3064998960249079,0.6090333033051741,0.31102890302598496,6
102,0.25979381443298966,0.3287692425067112,0.554762201759014,0.0489152932405581,6
114,0.09381443298969074,0.2578823655888695,0.25996558448555196,0.05657478655001569,6
115,0.1020618556701031,0.2860350323856015,0.19501435305885792,0.0608957091380411,6
125,0.3463917525773196,0.4975929086348805,0.505890305281669,0.22659153716069014,6
133,0.38762886597938145,0.43664737046375124,0.6620220148532786,0.24127685321951198,6
137,0.3185567010309278,0.41700201810751014,0.5543629055945332,0.1898397210880418,6
143,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.3016414476434175,6
144,0.19484536082474227,0.3048065987461827,0.42956183291836414,0.22537273227691657,6
153,0.20515463917525775,0.3673907984328183,0.37471253056215803,0.2719097895095306,6
154,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.3343401835249207,6
163,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.25670979204189237,6
164,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.2567255239666455,6
169,0.18969072164948456,0.24308891142138345,0.516810845796669,0.012338127276432687,6
177,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.02093458687707539,6
186,0.16701030927835053,0.2452947269531789,0.439870938634651,0.005340949788477545,6
189,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.24009666927893747,6
197,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.17985228425104438,6
200,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.22991916509603172,6
204,0.3051546391752577,0.32213489828922304,0.681957516809477,0.17996153493909794,6
225,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.1885556641938333,6
257,0.3051546391752577,0.32213489828922304,0.681957516809477,0.23697311420113998,6
270,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.24309490664175648,6
284,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.31879014113687454,6
288,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.2538264703423554,6
305,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.01699966923885121,6
315,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.013919228854003762,6
326,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.28734438121411543,6
333,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.594067884299422,6
353,0.16701030927835053,0.2452947269531789,0.439870938634651,0.020520231748339057,6
363,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.010163412022249574,6
366,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.0077382780097252635,6
1,0.34123711340206186,0.5337459655879023,0.4641827404781378,0.3701411839111106,7
12,0.2443298969072165,0.39184604829379016,0.4307366401588638,0.08111099399177846,7
16,0.3515463917525773,0.39114326051415993,0.6630404477601108,0.07609435468084058,7
24,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.17354964870258094,7
28,0.2154639175257732,0.3234951367859669,0.4596452812393029,0.08835896151469491,7
29,0.14329896907216497,0.29856324688166097,0.2985563868408382,0.09611196260031463,7
32,0.20721649484536084,0.3738111807702787,0.3885050458488001,0.211930360844665,7
33,0.2845360824742268,0.4431730805621844,0.4830711191812552,0.16748588557934418,7
41,0.3731958762886598,0.4825371508086692,0.5735968921391272,0.3817770778398142,7
50,0.322680412371134,0.3564217042203197,0.658247519556106,0.22292568385505795,7
51,0.40515463917525774,0.4822048228015129,0.6328031143588511,0.21886692813994735,7
55,0.29072164948453605,0.45019650503819153,0.46125956105315524,0.030485558642917354,7
63,0.27319587628865977,0.4416744175144196,0.45445270159946805,0.03203019268011076,7
76,0.39999999999999997,0.4781779239355368,0.6327967211009304,0.26395035072519946,7
86,0.18969072164948456,0.24308891142138345,0.516810845796669,0.4059309958377728,7
94,0.18969072164948456,0.24308891142138345,0.516810845796669,0.27398332378477086,7
98,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.29119556120550527,7
102,0.2876288659793814,0.37335518680216634,0.5505813038906036,0.04631831717086499,7
114,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.0496144893591719,7
115,0.11340206185567012,0.23976143015653484,0.2857724719224054,0.04799181188233703,7
125,0.322680412371134,0.47323694485719303,0.49161589717684495,0.2262843171466411,7
133,0.3824742268041237,0.43963291043404773,0.6491874562948855,0.2301723133595548,7
137,0.3597938144329897,0.48506857259996483,0.547912767274227,0.18522950841875385,7
143,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.27408649949295416,7
144,0.29896907216494845,0.526293197843655,0.40757659298585414,0.19905182694995638,7
153,0.29381443298969073,0.5209449755676531,0.3980934356972715,0.20658613397925762,7
154,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.23158247452090386,7
163,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.2211309755683981,7
164,0.10309278350515465,0.16685889160645573,0.3575474283543133,0.24100144765942488,7
169,0.18969072164948456,0.24308891142138345,0.516810845796669,0.012187935385810533,7
177,0.24742268041237117,0.2848893773941253,0.6041423862798595,0.023458649608448567,7
186,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.0058646496294390005,7
189,0.06185567010309278,0.11893417589685827,0.2574208112762316,0.3038872415800107,7
197,0.1402061855670103,0.2019395258034249,0.43083957365112446,0.1799104400577196,7
